Date,Canton From Id,Canton From Name,Count
2019-06-20,26,Jura,36
2019-06-20,23,Valais,233
2019-06-20,8,Glarus,69
2019-06-20,19,Aargau,1014
2019-06-20,4,Uri,2590
2019-06-20,15,Appenzell Ausserrhoden,32
2019-06-20,-1,Other,24
2019-06-21,5,Schwyz,885
2019-06-21,10,Fribourg,124
2019-06-21,24,Neuchâtel,53
2019-06-21,25,Genève,104
2019-06-21,14,Schaffhausen,337
2019-06-21,20,Thurgau,258
2019-06-21,1,Zürich,4018
2019-06-21,6,Obwalden,127
2019-06-21,21,Ticino,94102
2019-06-21,9,Zug,569
2019-06-21,13,Basel-Landschaft,784
2019-06-21,2,Bern,772
2019-06-21,17,St. Gallen,1706
2019-06-21,22,Vaud,123
2019-06-21,12,Basel-Stadt,1505
2019-06-21,7,Nidwalden,187
2019-06-21,3,Luzern,1329
2019-06-21,18,Graubünden,2283
2019-06-21,11,Solothurn,368
2019-06-21,26,Jura,28
2019-06-21,23,Valais,216
2019-06-21,8,Glarus,64
2019-06-21,19,Aargau,942
2019-06-21,4,Uri,1422
2019-06-21,15,Appenzell Ausserrhoden,31
2019-06-21,-1,Other,17
2019-06-22,5,Schwyz,707
2019-06-22,10,Fribourg,62
2019-06-22,24,Neuchâtel,36
2019-06-22,25,Genève,49
2019-06-22,14,Schaffhausen,420
2019-06-22,20,Thurgau,301
2019-06-22,1,Zürich,3068
2019-06-22,6,Obwalden,144
2019-06-22,21,Ticino,98091
2019-06-22,9,Zug,352
2019-06-22,13,Basel-Landschaft,904
2019-06-22,2,Bern,633
2019-06-22,17,St. Gallen,2316
2019-06-22,22,Vaud,71
2019-06-22,12,Basel-Stadt,1725
2019-06-22,7,Nidwalden,247
2019-06-22,3,Luzern,1235
2019-06-22,18,Graubünden,2496
2019-06-22,16,Appenzell Innerrhoden,22
2019-06-22,11,Solothurn,392
2019-06-22,26,Jura,23
2019-06-22,23,Valais,214
2019-06-22,8,Glarus,54
2019-06-22,19,Aargau,1002
2019-06-22,4,Uri,1853
2019-06-22,15,Appenzell Ausserrhoden,44
2019-06-22,-1,Other,11
2019-06-23,5,Schwyz,531
2019-06-23,10,Fribourg,76
2019-06-23,24,Neuchâtel,41
2019-06-23,25,Genève,40
2019-06-23,14,Schaffhausen,324
2019-06-23,20,Thurgau,204
2019-06-23,1,Zürich,2538
2019-06-23,6,Obwalden,159
2019-06-23,21,Ticino,101147
2019-06-23,9,Zug,352
2019-06-23,13,Basel-Landschaft,746
2019-06-23,2,Bern,651
2019-06-23,17,St. Gallen,1623
2019-06-23,22,Vaud,70
2019-06-23,12,Basel-Stadt,1450
2019-06-23,7,Nidwalden,217
2019-06-23,3,Luzern,1238
2019-06-23,18,Graubünden,3074
2019-06-23,11,Solothurn,270
2019-06-23,23,Valais,376
2019-06-23,8,Glarus,28
2019-06-23,19,Aargau,754
2019-06-23,4,Uri,1127
2019-06-23,15,Appenzell Ausserrhoden,49
2019-06-23,-1,Other,48
2019-06-24,5,Schwyz,486
2019-06-24,10,Fribourg,43
2019-06-24,24,Neuchâtel,41
2019-06-24,25,Genève,23
2019-06-24,14,Schaffhausen,219
2019-06-24,20,Thurgau,152
2019-06-24,1,Zürich,1726
2019-06-24,6,Obwalden,106
2019-06-24,21,Ticino,84798
2019-06-24,9,Zug,267
2019-06-24,13,Basel-Landschaft,476
2019-06-24,2,Bern,463
2019-06-24,17,St. Gallen,1047
2019-06-24,22,Vaud,78
2019-06-24,12,Basel-Stadt,1071
2019-06-24,7,Nidwalden,164
2019-06-24,3,Luzern,986
2019-06-24,18,Graubünden,1973
2019-06-24,11,Solothurn,199
2019-06-24,23,Valais,154
2019-06-24,8,Glarus,26
2019-06-24,19,Aargau,567
2019-06-24,4,Uri,894
2019-06-24,-1,Other,45
2019-06-25,5,Schwyz,449
2019-06-25,10,Fribourg,40
2019-06-25,25,Genève,33
2019-06-25,14,Schaffhausen,184
2019-06-25,20,Thurgau,109
2019-06-25,1,Zürich,1748
2019-06-25,6,Obwalden,89
2019-06-25,21,Ticino,82845
2019-06-25,9,Zug,272
2019-06-25,13,Basel-Landschaft,371
2019-06-25,2,Bern,488
2019-06-25,17,St. Gallen,788
2019-06-25,22,Vaud,80
2019-06-25,12,Basel-Stadt,810
2019-06-25,7,Nidwalden,99
2019-06-25,3,Luzern,841
2019-06-25,18,Graubünden,1569
2019-06-25,11,Solothurn,153
2019-06-25,23,Valais,149
2019-06-25,8,Glarus,27
2019-06-25,19,Aargau,460
2019-06-25,4,Uri,1056
2019-06-25,-1,Other,69
2019-06-26,5,Schwyz,379
2019-06-26,10,Fribourg,48
2019-06-26,24,Neuchâtel,31
2019-06-26,25,Genève,41
2019-06-26,14,Schaffhausen,148
2019-06-26,20,Thurgau,132
2019-06-26,1,Zürich,2030
2019-06-26,6,Obwalden,134
2019-06-26,21,Ticino,86062
2019-06-26,9,Zug,325
2019-06-26,13,Basel-Landschaft,486
2019-06-26,2,Bern,430
2019-06-26,17,St. Gallen,1007
2019-06-26,22,Vaud,60
2019-06-26,12,Basel-Stadt,1040
2019-06-26,7,Nidwalden,160
2019-06-26,3,Luzern,995
2019-06-26,18,Graubünden,1754
2019-06-26,11,Solothurn,249
2019-06-26,26,Jura,23
2019-06-26,23,Valais,154
2019-06-26,8,Glarus,35
2019-06-26,19,Aargau,537
2019-06-26,4,Uri,933
2019-06-26,-1,Other,35
2019-06-27,5,Schwyz,701
2019-06-27,10,Fribourg,54
2019-06-27,24,Neuchâtel,40
2019-06-27,25,Genève,51
2019-06-27,14,Schaffhausen,238
2019-06-27,20,Thurgau,141
2019-06-27,1,Zürich,2521
2019-06-27,6,Obwalden,130
2019-06-27,21,Ticino,87428
2019-06-27,9,Zug,434
2019-06-27,13,Basel-Landschaft,626
2019-06-27,2,Bern,493
2019-06-27,17,St. Gallen,1120
2019-06-27,22,Vaud,64
2019-06-27,12,Basel-Stadt,1434
2019-06-27,7,Nidwalden,110
2019-06-27,3,Luzern,982
2019-06-27,18,Graubünden,1833
2019-06-27,11,Solothurn,278
2019-06-27,26,Jura,24
2019-06-27,23,Valais,141
2019-06-27,8,Glarus,45
2019-06-27,19,Aargau,622
2019-06-27,4,Uri,1069
2019-06-27,15,Appenzell Ausserrhoden,33
2019-06-27,-1,Other,30
2019-06-28,5,Schwyz,739
2019-06-28,10,Fribourg,62
2019-06-28,24,Neuchâtel,50
2019-06-28,25,Genève,87
2019-06-28,14,Schaffhausen,270
2019-06-28,20,Thurgau,289
2019-06-28,1,Zürich,3937
2019-06-28,6,Obwalden,95
2019-06-28,21,Ticino,93857
2019-06-28,9,Zug,556
2019-06-28,13,Basel-Landschaft,1119
2019-06-28,2,Bern,710
2019-06-28,17,St. Gallen,1969
2019-06-28,22,Vaud,98
2019-06-28,12,Basel-Stadt,2252
2019-06-28,7,Nidwalden,195
2019-06-28,3,Luzern,1226
2019-06-28,18,Graubünden,2737
2019-06-28,16,Appenzell Innerrhoden,23
2019-06-28,11,Solothurn,377
2019-06-28,26,Jura,32
2019-06-28,23,Valais,220
2019-06-28,8,Glarus,112
2019-06-28,19,Aargau,897
2019-06-28,4,Uri,2223
2019-06-28,15,Appenzell Ausserrhoden,33
2019-06-28,-1,Other,11
2019-06-29,5,Schwyz,494
2019-06-29,10,Fribourg,55
2019-06-29,24,Neuchâtel,26
2019-06-29,25,Genève,34
2019-06-29,14,Schaffhausen,396
2019-06-29,20,Thurgau,254
2019-06-29,1,Zürich,2749
2019-06-29,6,Obwalden,161
2019-06-29,21,Ticino,90113
2019-06-29,9,Zug,294
2019-06-29,13,Basel-Landschaft,1685
2019-06-29,2,Bern,657
2019-06-29,17,St. Gallen,2184
2019-06-29,22,Vaud,98
2019-06-29,12,Basel-Stadt,3662
2019-06-29,7,Nidwalden,302
2019-06-29,3,Luzern,1469
2019-06-29,18,Graubünden,3995
2019-06-29,16,Appenzell Innerrhoden,24
2019-06-29,11,Solothurn,407
2019-06-29,23,Valais,261
2019-06-29,8,Glarus,165
2019-06-29,19,Aargau,780
2019-06-29,4,Uri,3757
2019-06-29,15,Appenzell Ausserrhoden,27
2019-06-29,-1,Other,27
2019-06-30,5,Schwyz,529
2019-06-30,10,Fribourg,71
2019-06-30,24,Neuchâtel,76
2019-06-30,25,Genève,33
2019-06-30,14,Schaffhausen,361
2019-06-30,20,Thurgau,232
2019-06-30,1,Zürich,2454
2019-06-30,6,Obwalden,219
2019-06-30,21,Ticino,90725
2019-06-30,9,Zug,341
2019-06-30,13,Basel-Landschaft,1411
2019-06-30,2,Bern,643
2019-06-30,17,St. Gallen,1730
2019-06-30,22,Vaud,99
2019-06-30,12,Basel-Stadt,2991
2019-06-30,7,Nidwalden,173
2019-06-30,3,Luzern,1372
2019-06-30,18,Graubünden,4643
2019-06-30,16,Appenzell Innerrhoden,25
2019-06-30,11,Solothurn,414
2019-06-30,26,Jura,49
2019-06-30,23,Valais,313
2019-06-30,8,Glarus,112
2019-06-30,19,Aargau,647
2019-06-30,4,Uri,1829
2019-06-30,15,Appenzell Ausserrhoden,45
2019-06-30,-1,Other,12
2019-07-01,5,Schwyz,434
2019-07-01,10,Fribourg,48
2019-07-01,24,Neuchâtel,33
2019-07-01,25,Genève,33
2019-07-01,14,Schaffhausen,233
2019-07-01,20,Thurgau,167
2019-07-01,1,Zürich,2106
2019-07-01,6,Obwalden,159
2019-07-01,21,Ticino,81373
2019-07-01,9,Zug,268
2019-07-01,13,Basel-Landschaft,924
2019-07-01,2,Bern,534
2019-07-01,17,St. Gallen,1326
2019-07-01,22,Vaud,75
2019-07-01,12,Basel-Stadt,2078
2019-07-01,7,Nidwalden,176
2019-07-01,3,Luzern,1108
2019-07-01,18,Graubünden,2059
2019-07-01,16,Appenzell Innerrhoden,25
2019-07-01,11,Solothurn,261
2019-07-01,26,Jura,44
2019-07-01,23,Valais,156
2019-07-01,8,Glarus,43
2019-07-01,19,Aargau,572
2019-07-01,4,Uri,1131
2019-07-01,-1,Other,27
2019-07-02,5,Schwyz,385
2019-07-02,10,Fribourg,30
2019-07-02,24,Neuchâtel,32
2019-07-02,25,Genève,34
2019-07-02,14,Schaffhausen,188
2019-07-02,20,Thurgau,180
2019-07-02,1,Zürich,1892
2019-07-02,6,Obwalden,141
2019-07-02,21,Ticino,81614
2019-07-02,9,Zug,274
2019-07-02,13,Basel-Landschaft,659
2019-07-02,2,Bern,489
2019-07-02,17,St. Gallen,989
2019-07-02,22,Vaud,79
2019-07-02,12,Basel-Stadt,1358
2019-07-02,7,Nidwalden,309
2019-07-02,3,Luzern,928
2019-07-02,18,Graubünden,1655
2019-07-02,11,Solothurn,205
2019-07-02,23,Valais,101
2019-07-02,8,Glarus,30
2019-07-02,19,Aargau,481
2019-07-02,4,Uri,989
2019-07-02,15,Appenzell Ausserrhoden,28
2019-07-02,-1,Other,36
2019-07-03,5,Schwyz,452
2019-07-03,10,Fribourg,55
2019-07-03,24,Neuchâtel,56
2019-07-03,25,Genève,37
2019-07-03,14,Schaffhausen,192
2019-07-03,20,Thurgau,138
2019-07-03,1,Zürich,2044
2019-07-03,6,Obwalden,60
2019-07-03,21,Ticino,83086
2019-07-03,9,Zug,313
2019-07-03,13,Basel-Landschaft,714
2019-07-03,2,Bern,482
2019-07-03,17,St. Gallen,1178
2019-07-03,22,Vaud,63
2019-07-03,12,Basel-Stadt,1573
2019-07-03,7,Nidwalden,205
2019-07-03,3,Luzern,1166
2019-07-03,18,Graubünden,1909
2019-07-03,11,Solothurn,345
2019-07-03,23,Valais,123
2019-07-03,8,Glarus,34
2019-07-03,19,Aargau,633
2019-07-03,4,Uri,1014
2019-07-03,15,Appenzell Ausserrhoden,30
2019-07-03,-1,Other,45
2019-07-04,5,Schwyz,500
2019-07-04,10,Fribourg,47
2019-07-04,24,Neuchâtel,35
2019-07-04,25,Genève,49
2019-07-04,14,Schaffhausen,248
2019-07-04,20,Thurgau,210
2019-07-04,1,Zürich,2533
2019-07-04,6,Obwalden,165
2019-07-04,21,Ticino,86107
2019-07-04,9,Zug,479
2019-07-04,13,Basel-Landschaft,833
2019-07-04,2,Bern,699
2019-07-04,17,St. Gallen,1484
2019-07-04,22,Vaud,86
2019-07-04,12,Basel-Stadt,1877
2019-07-04,7,Nidwalden,227
2019-07-04,3,Luzern,1418
2019-07-04,18,Graubünden,1979
2019-07-04,16,Appenzell Innerrhoden,31
2019-07-04,11,Solothurn,359
2019-07-04,26,Jura,40
2019-07-04,23,Valais,155
2019-07-04,8,Glarus,41
2019-07-04,19,Aargau,976
2019-07-04,4,Uri,1226
2019-07-04,15,Appenzell Ausserrhoden,30
2019-07-04,-1,Other,15
2019-07-05,5,Schwyz,870
2019-07-05,10,Fribourg,64
2019-07-05,24,Neuchâtel,78
2019-07-05,25,Genève,67
2019-07-05,14,Schaffhausen,373
2019-07-05,20,Thurgau,314
2019-07-05,1,Zürich,3560
2019-07-05,6,Obwalden,143
2019-07-05,21,Ticino,94342
2019-07-05,9,Zug,594
2019-07-05,13,Basel-Landschaft,1043
2019-07-05,2,Bern,916
2019-07-05,17,St. Gallen,2720
2019-07-05,22,Vaud,126
2019-07-05,12,Basel-Stadt,2819
2019-07-05,7,Nidwalden,352
2019-07-05,3,Luzern,1891
2019-07-05,18,Graubünden,2938
2019-07-05,11,Solothurn,538
2019-07-05,26,Jura,62
2019-07-05,23,Valais,236
2019-07-05,8,Glarus,80
2019-07-05,19,Aargau,1621
2019-07-05,4,Uri,3491
2019-07-05,15,Appenzell Ausserrhoden,108
2019-07-05,-1,Other,32
2019-07-06,5,Schwyz,975
2019-07-06,10,Fribourg,108
2019-07-06,24,Neuchâtel,74
2019-07-06,25,Genève,33
2019-07-06,14,Schaffhausen,391
2019-07-06,20,Thurgau,557
2019-07-06,1,Zürich,2702
2019-07-06,6,Obwalden,249
2019-07-06,21,Ticino,89856
2019-07-06,9,Zug,628
2019-07-06,13,Basel-Landschaft,1509
2019-07-06,2,Bern,1398
2019-07-06,17,St. Gallen,4280
2019-07-06,22,Vaud,128
2019-07-06,12,Basel-Stadt,3682
2019-07-06,7,Nidwalden,461
2019-07-06,3,Luzern,2430
2019-07-06,18,Graubünden,4618
2019-07-06,16,Appenzell Innerrhoden,41
2019-07-06,11,Solothurn,850
2019-07-06,26,Jura,49
2019-07-06,23,Valais,263
2019-07-06,8,Glarus,161
2019-07-06,19,Aargau,2388
2019-07-06,4,Uri,5949
2019-07-06,15,Appenzell Ausserrhoden,122
2019-07-06,-1,Other,13
2019-07-07,5,Schwyz,882
2019-07-07,10,Fribourg,94
2019-07-07,24,Neuchâtel,82
2019-07-07,25,Genève,36
2019-07-07,14,Schaffhausen,377
2019-07-07,20,Thurgau,494
2019-07-07,1,Zürich,2958
2019-07-07,6,Obwalden,201
2019-07-07,21,Ticino,88803
2019-07-07,9,Zug,620
2019-07-07,13,Basel-Landschaft,1451
2019-07-07,2,Bern,1135
2019-07-07,17,St. Gallen,3127
2019-07-07,22,Vaud,106
2019-07-07,12,Basel-Stadt,3241
2019-07-07,7,Nidwalden,361
2019-07-07,3,Luzern,2288
2019-07-07,18,Graubünden,4285
2019-07-07,11,Solothurn,726
2019-07-07,26,Jura,110
2019-07-07,23,Valais,291
2019-07-07,8,Glarus,91
2019-07-07,19,Aargau,1754
2019-07-07,4,Uri,2877
2019-07-07,15,Appenzell Ausserrhoden,104
2019-07-07,-1,Other,32
2019-07-08,5,Schwyz,717
2019-07-08,10,Fribourg,63
2019-07-08,24,Neuchâtel,89
2019-07-08,25,Genève,33
2019-07-08,14,Schaffhausen,290
2019-07-08,20,Thurgau,251
2019-07-08,1,Zürich,2094
2019-07-08,6,Obwalden,180
2019-07-08,21,Ticino,85807
2019-07-08,9,Zug,371
2019-07-08,13,Basel-Landschaft,824
2019-07-08,2,Bern,772
2019-07-08,17,St. Gallen,1774
2019-07-08,22,Vaud,76
2019-07-08,12,Basel-Stadt,2077
2019-07-08,7,Nidwalden,251
2019-07-08,3,Luzern,1455
2019-07-08,18,Graubünden,2514
2019-07-08,16,Appenzell Innerrhoden,30
2019-07-08,11,Solothurn,474
2019-07-08,26,Jura,40
2019-07-08,23,Valais,180
2019-07-08,8,Glarus,37
2019-07-08,19,Aargau,845
2019-07-08,4,Uri,2107
2019-07-08,15,Appenzell Ausserrhoden,46
2019-07-08,-1,Other,11
2019-07-09,5,Schwyz,529
2019-07-09,10,Fribourg,32
2019-07-09,24,Neuchâtel,55
2019-07-09,25,Genève,37
2019-07-09,14,Schaffhausen,252
2019-07-09,20,Thurgau,164
2019-07-09,1,Zürich,1980
2019-07-09,6,Obwalden,63
2019-07-09,21,Ticino,82907
2019-07-09,9,Zug,320
2019-07-09,13,Basel-Landschaft,578
2019-07-09,2,Bern,596
2019-07-09,17,St. Gallen,1326
2019-07-09,22,Vaud,70
2019-07-09,12,Basel-Stadt,1291
2019-07-09,7,Nidwalden,193
2019-07-09,3,Luzern,1911
2019-07-09,18,Graubünden,1792
2019-07-09,11,Solothurn,333
2019-07-09,26,Jura,31
2019-07-09,23,Valais,145
2019-07-09,8,Glarus,32
2019-07-09,19,Aargau,905
2019-07-09,4,Uri,1063
2019-07-09,15,Appenzell Ausserrhoden,36
2019-07-09,-1,Other,25
2019-07-10,5,Schwyz,629
2019-07-10,10,Fribourg,41
2019-07-10,24,Neuchâtel,66
2019-07-10,25,Genève,41
2019-07-10,14,Schaffhausen,228
2019-07-10,20,Thurgau,209
2019-07-10,1,Zürich,2397
2019-07-10,6,Obwalden,154
2019-07-10,21,Ticino,83272
2019-07-10,9,Zug,462
2019-07-10,13,Basel-Landschaft,813
2019-07-10,2,Bern,662
2019-07-10,17,St. Gallen,1469
2019-07-10,22,Vaud,65
2019-07-10,12,Basel-Stadt,1767
2019-07-10,7,Nidwalden,285
2019-07-10,3,Luzern,1489
2019-07-10,18,Graubünden,1737
2019-07-10,11,Solothurn,403
2019-07-10,26,Jura,32
2019-07-10,23,Valais,123
2019-07-10,8,Glarus,50
2019-07-10,19,Aargau,987
2019-07-10,4,Uri,1245
2019-07-10,15,Appenzell Ausserrhoden,30
2019-07-10,-1,Other,31
2019-07-11,5,Schwyz,677
2019-07-11,10,Fribourg,52
2019-07-11,24,Neuchâtel,76
2019-07-11,25,Genève,37
2019-07-11,14,Schaffhausen,219
2019-07-11,20,Thurgau,262
2019-07-11,1,Zürich,2957
2019-07-11,6,Obwalden,149
2019-07-11,21,Ticino,79571
2019-07-11,9,Zug,534
2019-07-11,13,Basel-Landschaft,790
2019-07-11,2,Bern,809
2019-07-11,17,St. Gallen,1734
2019-07-11,22,Vaud,83
2019-07-11,12,Basel-Stadt,1881
2019-07-11,7,Nidwalden,258
2019-07-11,3,Luzern,1457
2019-07-11,18,Graubünden,2071
2019-07-11,16,Appenzell Innerrhoden,25
2019-07-11,11,Solothurn,434
2019-07-11,26,Jura,41
2019-07-11,23,Valais,137
2019-07-11,8,Glarus,63
2019-07-11,19,Aargau,1102
2019-07-11,4,Uri,2935
2019-07-11,15,Appenzell Ausserrhoden,47
2019-07-11,-1,Other,11
2019-07-12,5,Schwyz,919
2019-07-12,10,Fribourg,106
2019-07-12,24,Neuchâtel,123
2019-07-12,25,Genève,67
2019-07-12,14,Schaffhausen,305
2019-07-12,20,Thurgau,440
2019-07-12,1,Zürich,4992
2019-07-12,6,Obwalden,150
2019-07-12,21,Ticino,86673
2019-07-12,9,Zug,613
2019-07-12,13,Basel-Landschaft,1210
2019-07-12,2,Bern,1015
2019-07-12,17,St. Gallen,3107
2019-07-12,22,Vaud,138
2019-07-12,12,Basel-Stadt,2942
2019-07-12,7,Nidwalden,301
2019-07-12,3,Luzern,1793
2019-07-12,18,Graubünden,3090
2019-07-12,16,Appenzell Innerrhoden,46
2019-07-12,11,Solothurn,486
2019-07-12,26,Jura,68
2019-07-12,23,Valais,239
2019-07-12,8,Glarus,155
2019-07-12,19,Aargau,1632
2019-07-12,4,Uri,5121
2019-07-12,15,Appenzell Ausserrhoden,91
2019-07-12,-1,Other,14
2019-07-13,5,Schwyz,1201
2019-07-13,10,Fribourg,109
2019-07-13,24,Neuchâtel,49
2019-07-13,25,Genève,27
2019-07-13,14,Schaffhausen,610
2019-07-13,20,Thurgau,599
2019-07-13,1,Zürich,5659
2019-07-13,6,Obwalden,239
2019-07-13,21,Ticino,90233
2019-07-13,9,Zug,617
2019-07-13,13,Basel-Landschaft,1929
2019-07-13,2,Bern,1018
2019-07-13,17,St. Gallen,4715
2019-07-13,22,Vaud,104
2019-07-13,12,Basel-Stadt,4397
2019-07-13,7,Nidwalden,420
2019-07-13,3,Luzern,2260
2019-07-13,18,Graubünden,5989
2019-07-13,16,Appenzell Innerrhoden,28
2019-07-13,11,Solothurn,759
2019-07-13,26,Jura,70
2019-07-13,23,Valais,402
2019-07-13,8,Glarus,169
2019-07-13,19,Aargau,2043
2019-07-13,4,Uri,8144
2019-07-13,15,Appenzell Ausserrhoden,109
2019-07-13,-1,Other,14
2019-07-14,5,Schwyz,926
2019-07-14,10,Fribourg,63
2019-07-14,24,Neuchâtel,84
2019-07-14,25,Genève,38
2019-07-14,14,Schaffhausen,414
2019-07-14,20,Thurgau,605
2019-07-14,1,Zürich,4516
2019-07-14,6,Obwalden,182
2019-07-14,21,Ticino,85819
2019-07-14,9,Zug,471
2019-07-14,13,Basel-Landschaft,1627
2019-07-14,2,Bern,1095
2019-07-14,17,St. Gallen,3008
2019-07-14,22,Vaud,85
2019-07-14,12,Basel-Stadt,3475
2019-07-14,7,Nidwalden,360
2019-07-14,3,Luzern,1810
2019-07-14,18,Graubünden,4314
2019-07-14,16,Appenzell Innerrhoden,38
2019-07-14,11,Solothurn,630
2019-07-14,26,Jura,113
2019-07-14,23,Valais,299
2019-07-14,8,Glarus,110
2019-07-14,19,Aargau,1433
2019-07-14,4,Uri,4888
2019-07-14,15,Appenzell Ausserrhoden,95
2019-07-14,-1,Other,12
